time,open,high,low,close,tick_volume,spread,real_volume
2026-03-02 00:00:00,5363.14,5393.5,5302.81,5325.04,122760,4,0
2026-03-02 04:00:00,5325.04,5367.23,5316.79,5366.11,90603,4,0
2026-03-02 08:00:00,5366.11,5419.26,5363.5,5392.09,90694,4,0
2026-03-02 12:00:00,5392.18,5416.72,5375.51,5393.94,103022,4,0
2026-03-02 16:00:00,5393.94,5395.27,5260.77,5306.86,214753,4,0
2026-03-02 20:00:00,5306.91,5346.37,5289.61,5321.06,96611,4,0
2026-03-03 00:00:00,5321.06,5379.88,5321.06,5339.35,68355,4,0
2026-03-03 04:00:00,5339.35,5375.6,5305.41,5319.19,110098,4,0
2026-03-03 08:00:00,5319.17,5335.93,5226.29,5275.08,149253,4,0
2026-03-03 12:00:00,5275.08,5288.13,5075.28,5156.73,195041,4,0
2026-03-03 16:00:00,5156.73,5175.6,4995.97,5079.25,240004,4,0
2026-03-03 20:00:00,5079.25,5149.04,5079.25,5087.98,147708,4,0
2026-03-04 00:00:00,5087.98,5178.62,5084.39,5175.1,88833,4,0
2026-03-04 04:00:00,5175.1,5191.09,5141.03,5160.07,122398,4,0
2026-03-04 08:00:00,5160.07,5185.02,5122.39,5182.34,110754,4,0
2026-03-04 12:00:00,5182.34,5206.14,5156.27,5167.96,109690,4,0
2026-03-04 16:00:00,5167.96,5185.18,5120.33,5141.12,195974,4,0
2026-03-04 20:00:00,5141.12,5146.78,5108.83,5140.02,93713,4,0
2026-03-05 00:00:00,5140.17,5186.54,5140.17,5172.73,56493,4,0
2026-03-05 04:00:00,5172.69,5195.01,5148.4,5148.62,75433,4,0
2026-03-05 08:00:00,5148.62,5180.61,5120.65,5161.03,116556,4,0
2026-03-05 12:00:00,5160.96,5171.53,5083.3,5118.07,95078,4,0
2026-03-05 16:00:00,5118.07,5130.06,5054.36,5062.95,198580,4,0
2026-03-05 20:00:00,5062.93,5094.8,5050.88,5081.55,119471,4,0
2026-03-06 00:00:00,5081.57,5143.94,5066.5,5134.76,62783,4,0
2026-03-06 04:00:00,5134.75,5141.53,5114.39,5117.4,57361,4,0
2026-03-06 08:00:00,5117.4,5123.25,5083.39,5085.8,69935,4,0
2026-03-06 12:00:00,5085.8,5131.07,5062.82,5085.19,118416,4,0
2026-03-06 16:00:00,5085.19,5171.78,5080.99,5140.76,185136,4,0
2026-03-06 20:00:00,5140.76,5176.07,5138.68,5171.92,82510,4,0
2026-03-09 00:00:00,5129.95,5135.55,5014.71,5070.1,87226,4,0
2026-03-09 04:00:00,5070.1,5140.61,5055.43,5124.35,99601,4,0
2026-03-09 08:00:00,5124.35,5134.13,5087.1,5105.3,111977,4,0
2026-03-09 12:00:00,5105.3,5112.14,5067.36,5074.14,109751,4,0
2026-03-09 16:00:00,5074.14,5116.12,5061.04,5096.03,127320,4,0
2026-03-09 20:00:00,5096.03,5148.16,5092.53,5138.19,62354,4,0
2026-03-10 00:00:00,5153.02,5186.26,5124.65,5184.35,63525,4,0
2026-03-10 04:00:00,5184.34,5187.08,5154.37,5178.01,70169,4,0
2026-03-10 08:00:00,5178.04,5195.15,5158.58,5182.58,73623,4,0
2026-03-10 12:00:00,5182.59,5228.68,5156.55,5205.61,103906,4,0
2026-03-10 16:00:00,5205.61,5238.55,5185.41,5227.6,110786,4,0
2026-03-10 20:00:00,5227.6,5228.12,5160.75,5191.41,76015,4,0
2026-03-11 00:00:00,5189.2,5223.29,5186.83,5208.54,47391,4,0
2026-03-11 04:00:00,5208.54,5220.52,5190.63,5199.72,57882,4,0
2026-03-11 08:00:00,5199.72,5210.82,5175.44,5187.78,70708,4,0
2026-03-11 12:00:00,5187.79,5196.53,5149.28,5176.91,99508,4,0
2026-03-11 16:00:00,5176.91,5196.28,5154.94,5169.87,119019,4,0
2026-03-11 20:00:00,5169.86,5183.58,5169.25,5175.35,38683,4,0
2026-03-12 00:00:00,5178.97,5183.57,5125.61,5168.58,61975,4,0
2026-03-12 04:00:00,5168.58,5175.17,5137.19,5154.58,57210,4,0
2026-03-12 08:00:00,5154.57,5190.36,5147.24,5188.23,54606,4,0
2026-03-12 12:00:00,5188.23,5191.7,5146.09,5151.24,86739,4,0
2026-03-12 16:00:00,5151.24,5163.68,5102.53,5105.37,129126,4,0
2026-03-12 20:00:00,5105.37,5112.61,5055.0,5079.21,65806,4,0
2026-03-13 00:00:00,5077.33,5124.29,5073.02,5124.2,49514,4,0
2026-03-13 04:00:00,5124.2,5128.53,5098.41,5103.21,50693,4,0
2026-03-13 08:00:00,5103.21,5107.91,5061.53,5089.61,75600,4,0
2026-03-13 12:00:00,5089.61,5121.84,5079.88,5101.74,85534,4,0
2026-03-13 16:00:00,5101.74,5108.03,5019.04,5046.47,141732,4,0
2026-03-13 20:00:00,5046.47,5051.82,5009.66,5018.98,56879,4,0
2026-03-16 00:00:00,5016.23,5031.05,4967.62,5016.03,100590,4,0
2026-03-16 04:00:00,5016.03,5026.29,4997.92,5017.51,64882,4,0
2026-03-16 08:00:00,5017.51,5036.17,4972.74,4975.36,79184,4,0
2026-03-16 12:00:00,4975.36,5034.43,4970.11,5029.85,87110,4,0
2026-03-16 16:00:00,5029.85,5038.06,4974.03,4991.29,103560,4,0
2026-03-16 20:00:00,4991.29,5021.61,4989.99,5005.73,42729,4,0
2026-03-17 00:00:00,5008.08,5027.97,4994.71,5027.91,47210,4,0
2026-03-17 04:00:00,5027.88,5044.53,5019.94,5020.76,49650,4,0
2026-03-17 08:00:00,5020.83,5029.65,5005.34,5010.52,58142,4,0
2026-03-17 12:00:00,5010.52,5031.46,4992.0,5016.62,55854,4,0
2026-03-17 16:00:00,5016.62,5020.56,4973.51,5002.48,80907,4,0
2026-03-17 20:00:00,5002.48,5009.07,4996.42,5005.87,27953,4,0
2026-03-18 00:00:00,5005.63,5015.99,4991.25,4998.66,31243,4,0
2026-03-18 04:00:00,4998.92,5007.0,4981.79,4997.63,42289,4,0
2026-03-18 08:00:00,4997.63,5016.3,4977.17,4992.12,43425,4,0
2026-03-18 12:00:00,4992.12,4992.14,4834.17,4878.2,108177,4,0
