timestamp,close_time,direction,source_tf,entry,stop_loss,take_profit,rr,pnl,balance,session,spread,trade_duration,peak,drawdown
2026-04-08 16:00:00,2026-04-08 16:55:00,LONG,H1,4799.76,4768.49,4986.75,6.0,-62.54000000000087,11434.920000000027,London/NY Overlap,4,55.0,11497.460000000028,0.005439462281234353
2026-04-08 16:01:00,2026-04-08 16:55:00,LONG,H1,4803.2300000000005,4768.49,5011.04,6.0,-69.48000000000138,11365.440000000026,London/NY Overlap,4,54.0,11497.460000000028,0.011482536142765613
2026-04-08 16:56:00,2026-04-08 17:00:00,LONG,H1,4771.17,4768.49,4786.62,6.0,324.4499999999962,11689.890000000021,London/NY Overlap,4,4.0,11689.890000000021,0.0
2026-04-08 16:57:00,2026-04-08 17:25:00,LONG,H1,4778.97,4768.49,4841.22,6.0,-52.400000000002365,11637.49000000002,London/NY Overlap,4,28.0,11689.890000000021,0.0044825058234082065
2026-04-10 18:00:00,2026-04-13 01:00:00,SHORT,H1,4774.58,4795.33,4650.43,6.0,372.4499999999989,12009.940000000019,New York,4,3300.0,12009.940000000019,0.0
2026-04-10 18:01:00,2026-04-13 01:00:00,SHORT,H1,4774.82,4795.33,4652.11,6.0,368.1300000000001,12378.070000000018,New York,4,3299.0,12378.070000000018,0.0
2026-04-13 21:00:00,2026-04-14 01:00:00,SHORT,H1,4729.87,4750.42,4606.92,6.0,-61.650000000000546,12316.420000000016,New York,5,240.0,12378.070000000018,0.004980582594863445
2026-04-13 21:01:00,2026-04-14 01:00:00,SHORT,H1,4731.22,4750.42,4616.37,6.0,-57.599999999999454,12258.820000000018,New York,4,239.0,12378.070000000018,0.009633973632399867
2026-04-14 11:00:00,2026-04-14 16:37:00,SHORT,H1,4777.09,4796.65,4660.08,6.0,-58.679999999998465,12200.14000000002,London,4,337.0,12378.070000000018,0.014374615751890094
2026-04-14 11:01:00,2026-04-14 16:37:00,SHORT,H1,4776.75,4796.65,4657.7,6.0,-59.69999999999891,12140.44000000002,London,4,336.0,12378.070000000018,0.0191976616710034
2026-04-20 02:00:00,2026-04-20 02:43:00,LONG,H1,4779.46,4757.67,4909.57,6.0,-65.36999999999989,12075.070000000022,Asian,4,43.0,12378.070000000018,0.024478775770374214
2026-04-20 02:01:00,2026-04-20 02:43:00,LONG,H1,4776.55,4757.67,4889.2,6.0,-56.64000000000032,12018.430000000022,Asian,4,42.0,12378.070000000018,0.02905461029061843
2026-04-20 16:00:00,2026-04-20 16:29:00,SHORT,H1,4803.4,4822.38,4689.87,6.0,-56.94000000000141,11961.490000000022,London/NY Overlap,4,29.0,12378.070000000018,0.03365468122251657
2026-04-20 16:01:00,2026-04-20 16:29:00,SHORT,H1,4800.41,4822.38,4668.94,6.0,-65.91000000000076,11895.58000000002,London/NY Overlap,4,28.0,12378.070000000018,0.03897942086286451
2026-04-20 16:32:00,2026-04-20 16:35:00,SHORT,H1,4819.099999999999,4822.38,4799.77,6.0,-59.04000000001178,11836.540000000008,London/NY Overlap,4,3.0,12378.070000000018,0.04374914667634041
2026-04-20 16:33:00,2026-04-20 16:35:00,SHORT,H1,4818.63,4822.38,4796.48,6.0,-60.0,11776.540000000008,London/NY Overlap,4,2.0,12378.070000000018,0.048596429007107644
2026-04-21 03:01:00,2026-04-21 09:00:00,SHORT,H1,4824.2,4832.0,4777.75,6.0,371.59999999999854,12148.140000000007,Asian,4,359.0,12378.070000000018,0.018575593771889387
2026-04-21 03:00:00,2026-04-21 17:40:00,SHORT,H1,4821.69,4832.0,4760.18,6.0,369.05999999999585,12517.200000000003,Asian,4,880.0,12517.200000000003,0.0
2026-04-21 17:00:00,2026-04-21 17:40:00,LONG,H1,4779.31,4760.58,4891.06,6.0,-56.19000000000142,12461.010000000002,New York,4,40.0,12517.200000000003,0.004489023104208649
2026-04-23 04:00:00,2026-04-23 08:30:00,LONG,H1,4747.97,4693.84,5072.12,6.0,-54.13000000000011,12406.880000000001,Asian,4,270.0,12517.200000000003,0.008813472661617734
2026-04-23 04:01:00,2026-04-23 08:30:00,LONG,H1,4744.93,4693.84,5050.84,6.0,-51.090000000000146,12355.79,Asian,4,269.0,12517.200000000003,0.012895056402390442
2026-04-24 08:00:00,2026-04-28 08:06:00,LONG,H1,4674.61,4657.44,4776.79,6.0,-68.68000000000029,12287.11,London,7,5766.0,12517.200000000003,0.018381906496660747
2026-04-24 08:01:00,2026-04-28 08:06:00,LONG,H1,4676.03,4657.44,4786.94,6.0,-55.77000000000043,12231.34,London,4,5765.0,12517.200000000003,0.022837375770939375
2026-05-07 17:00:00,2026-05-07 17:25:00,SHORT,H1,4746.24,4758.69,4671.89,6.0,-62.2499999999991,12169.09,New York,4,25.0,12517.200000000003,0.02781053270699536
2026-05-07 17:01:00,2026-05-07 17:25:00,SHORT,H1,4747.2699999999995,4758.69,4679.1,6.0,-57.100000000000364,12111.99,New York,4,24.0,12517.200000000003,0.032372255776052364
2026-05-07 17:27:00,2026-05-07 17:29:00,SHORT,H1,4757.55,4758.69,4751.06,6.0,-60.41999999996916,12051.57000000003,New York,4,2.0,12517.200000000003,0.03719921388169653
2026-05-07 17:28:00,2026-05-07 17:29:00,SHORT,H1,4757.49,4758.69,4750.64,6.0,-59.999999999990905,11991.57000000004,New York,4,1.0,12517.200000000003,0.04199261815741242
2026-05-07 17:30:00,2026-05-07 17:30:00,SHORT,H1,4756.65,4758.69,4744.76,6.0,-59.15999999999894,11932.410000000042,New York,4,0.0,12517.200000000003,0.04671891477326884
2026-05-07 17:31:00,2026-05-07 17:33:00,SHORT,H1,4757.82,4758.69,4752.95,6.0,336.02999999999247,12268.440000000035,New York,4,2.0,12517.200000000003,0.019873454127118478
